file,synopsis,genres,amazon_rating,global_ratings,error,imdb-rating-badge,runtime-badge,release-year-badge,rating-badge,link,x-ray-badge,uhd-badge,hdr-badge
14_Hacksaw_Ridge.html,"Andrew Garfield stars as pacifistic WWII hero Desmond T. Doss, who saved 75 men at the Battle of Okinawa without ever firing a weapon.","Action,Historical",Rated 4.8 out of 5 stars by 31545 Amazon customers.,"31,545",1,IMDb 8.1,2 h 19 min,2016,18+,/gp/video/detail/B01MPWV2J2/ref=atv_dp_atf_prime_sd_mv_resume_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,HDR
1503_SquadGoals.html,"High school reporter Samantha Hodges investigates a series of deaths that her school is trying to cover-up as, one-by-one, scholarship finalists are ending up dead. Too bad she and her closest friends are next on the list.","Suspense,Drama",Rated 3.6 out of 5 stars by 16 Amazon customers.,16,1,IMDb 4.3,1 h 25 min,2018,13+,/gp/video/detail/B078KK1WW1/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1512_Dogman.html,"Marcello is coerced into the petty criminal schemes of the local bully. When Simoncino's abuse finally brings Marcello to a breaking point, he decides to stand up for his own dignity through an act of vengeance, with unintended consequences.","Drama,Arts, Entertainment, and Culture,Suspense",Rated 4.2 out of 5 stars by 193 Amazon customers.,193,1,IMDb 7.2,1 h 43 min,2019,16+,/gp/video/detail/B07SMRNYG2/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1513_2_Days_in_New_York.html,"Following 2 Days in Paris, Marion has broken up with Jack and now lives in New York with their child. But when her family decides to come visit her, she's unaware that the different cultural background held by her new American boyfriend Mingus will clash with her eccentric father and sister.","Comedy,Drama",Rated 3.8 out of 5 stars by 423 Amazon customers.,423,1,IMDb 6.0,1 h 35 min,2012,R,/gp/video/detail/B008HZF154/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1524_Mercy_Christmas.html,"Michael Briskett meets the perfect woman, and when she invites him to her family's holiday celebration, his Christmas dream comes true... until he realizes that HE will be Christmas dinner. Now, Michael must struggle to survive the holy night.","Horror,Action,Comedy",Rated 3.9 out of 5 stars by 107 Amazon customers.,107,1,IMDb 5.3,1 h 23 min,2017,18+,/gp/video/detail/B076KX9PNY/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1527_Terrordactyl.html,"When a meteor shower rains down outside Los Angeles, Jonas and Lars head out to find a meteor and strike it rich. After recovering one, they start being stalked by terrordactyls, flying reptiles that launch a full-on assault on the city. Trying to survive, they go on the run with Candice, a bartender; Valerie, her sultry roommate; and Sampson, a brash ex-marine.","Action,Adventure",Rated 3.6 out of 5 stars by 158 Amazon customers.,158,1,IMDb 4.2,1 h 38 min,2016,18+,/gp/video/detail/B01FYN22DU/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1529_A_Fall_City_Christmas.html,"With nowhere to go, a discouraged and recently paroled thief, Jon Price, is forced to return to his small hometown right before Christmas. Unexpectedly, he meets a struggling, single mother who lives her life with hope and shows him kindness through gentle compassion. But when Jon's past resurfaces and he loses his job, he must then decide what he's willing to give up to keep his newfound joy.",Romance,Rated 4 out of 5 stars by 36 Amazon customers.,36,1,IMDb 5.5,1 h 37 min,2018,13+,/gp/video/detail/B09JRP4SV7/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1531_Heartthrob.html,"Shy Henry is overjoyed to fall into an unexpected romance with gorgeous and popular Samantha the summer after high school graduation. When Henry's love spirals into twisted obsession, Samantha pulls back. Now he will never let her go, and anyone who competes for Samantha's affections will pay the ultimate price.",Suspense,Rated 3.9 out of 5 stars by 54 Amazon customers.,54,1,IMDb 5.4,1 h 26 min,2017,16+,/gp/video/detail/B071GZTSHB/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1535_Maximum_Impact.html,The agents of the Federal Security Service of Russia and the US Secret Service are forced to work together to prevent a full-scale international crisis.,"Comedy,Action",Rated 3.4 out of 5 stars by 58 Amazon customers.,58,1,IMDb 2.3,1 h 49 min,2018,18+,/gp/video/detail/B07QQJ1L33/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1549_Before_Your_Time.html,A family embarks on an adventure inspired by a bucket list made many years ago and are able to move forward and manage their grief after a terrible loss.,Drama,Rated 3.7 out of 5 stars by 67 Amazon customers.,67,1,IMDb 5.8,1 h 58 min,2017,13+,/gp/video/detail/B08BZBP8CG/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1559_Milgram_and_the_Fastwalkers_2.html,The sequel to the hit alien suspense film features Milgram being drawn deeper into the conspiracy as the extraterrestrials show themselves and reveal their plan.,"Science Fiction,Horror",Rated 2 out of 5 stars by 8 Amazon customers.,8,1,IMDb 2.7,1 h 59 min,2018,13+,/gp/video/detail/B09BKC847B/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1572_June_Falling_Down.html,"After traveling aimlessly for the first year after her father's death, June is coming home to Wisconsin for her best friend Harley's wedding. Once there, she must confront the rush of memories of her father's cancer and the fact that Harley has moved beyond her. As she falls back into her small town, June finds herself unable to let Harley go and forget what might have been.","Comedy,Drama,Romance",Rated 2.9 out of 5 stars by 11 Amazon customers.,11,1,IMDb 7.0,1 h 54 min,2018,16+,/gp/video/detail/B093B2CGVD/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1594_Bhouri.html,A 23-year-old girl who's married to a man more than twice her age is forced to contend with the predatory nature of a male-dominated society.,Drama,Rated 3 out of 5 stars by 2 Amazon customers.,2,1,,2 h 15 min,2017,18+,/gp/video/detail/B07WNYD9QN/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1596_Seaside.html,"Daphne runs away to the Oregon Coast with her boyfriend, Roger when he inherits his family beach house. When they run into Roger's old fling, Susanna, Daphne realizes that she will have to fight for her relationship and maybe even her life.","Suspense,Drama,LGBTQ",Rated 3.5 out of 5 stars by 84 Amazon customers.,84,1,IMDb 4.7,1 h 30 min,2019,18+,/gp/video/detail/B07VW2YJHK/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1597_All_is_Bright.html,Starring Paul Rudd and Oscar-nominee Paul Giamatti. Two low-level con men attemp to pull off one last job: selling Christmas trees in New York City.,"Comedy,Drama",Rated 3.6 out of 5 stars by 177 Amazon customers.,177,1,IMDb 5.6,1 h 47 min,2013,R,/gp/video/detail/B00GAGI4DI/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1598_A_Place_at_the_Table.html,"The next chapter on America's food crisis from the people that brought you FOOD, INC: 1 in 4 kids don't know where their next meal is coming from. Hunger is a growing epidemic in the US, and we can fix it. Jeff Bridges, Tom Colicchio star.",Documentary,Rated 4.5 out of 5 stars by 577 Amazon customers.,577,1,IMDb 6.9,1 h 24 min,2013,PG,/gp/video/detail/B00BN506KU/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1648_Blackia.html,In 1970's Punjab gold smuggling was on its high. Gama father was a part of inter-national gold smuggling. His mother wants to see him living a respectful life so he refused to get corrupted. Later his father's enemies force him to step into the world of crime. He reaches the top of this business and realizes he is just a puppet of anti national agencies and than he tries to rectify his mistake.,"Drama,Action",Rated 5 out of 5 stars by 1 Amazon customers.,1,1,IMDb 6.5,2 h 21 min,2019,R,/gp/video/detail/B07RS4QFVK/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1649_Sketch.html,"A man who repossesses cars for a local loan shark makes the mistake of seizing a crazed gangster's prized possession, a vintage Fiat.","Suspense,International",Rated 3.4 out of 5 stars by 3 Amazon customers.,3,1,IMDb 5.6,2 h 11 min,2018,13+,/gp/video/detail/B095HY29L6/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1650_99.html,"An emotional story of a two old school sweethearts, ram and janu meets after 20 years sharing their heartwarming unconditional hidden love.",Drama,Rated 4.7 out of 5 stars by 38 Amazon customers.,38,1,IMDb 6.4,2 h 21 min,2019,PG-13,/gp/video/detail/B07RXG2LPV/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1652_Katheyondu_Shuruvagide.html,"A young resort owner, Tarun, is going through a rough time and tries to deal with disappointments, failures, and struggles of his life. In the process of doing so, he strikes up a great bond with a resort guest, Tanya. Will this bond help them to find a new meaning of love and life?","Comedy,Drama",Rated 4 out of 5 stars by 47 Amazon customers.,47,1,IMDb 7.1,2 h 12 min,2018,PG-13,/gp/video/detail/B07JCJVN3M/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1655_Enai_Noki_Paayum_Thota.html,A college student gets dragged into chaos when he falls in love with a girl. What starts as a whirlwind romance pulls the protagonist into controversies that changes the course of his life.,"Suspense,Drama",Rated 2.7 out of 5 stars by 44 Amazon customers.,44,1,IMDb 5.5,2 h 31 min,2019,16+,/gp/video/detail/B08KWN8BDY/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,
1656_Ishq.html,"ISHQ is the story of Sachi and Vasudha,two young lovers who went for a romantic interlude one night. During the journey, how fate plays spoilsport and how a normal journey can turn into terror and what impact that incident stamps on their life forms the crux of the story. The movie deals with the issue of moral policing which is rampant in present day India.","Suspense,Drama,International",Rated 4.2 out of 5 stars by 41 Amazon customers.,41,1,IMDb 7.5,2 h 12 min,2019,13+,/gp/video/detail/B08KWMT3GB/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1689_Patrick_Evil_Awakens.html,"At a private clinic, a young nurse soon discovers that one of the comatose patients is quite sinister.",Horror,Rated 3.7 out of 5 stars by 112 Amazon customers.,112,1,IMDb 4.9,1 h 35 min,2014,18+,/gp/video/detail/B0B5Y89PN9/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1694_Kindred_Spirits.html,"Starring Thora Birch. Chloe's life turns upside-down when her younger sister, Sadie, comes home after a long, unexplained absence. But Sadie is a deeply disturbed young woman with a sinister agenda...","Suspense,Horror",Rated 3.2 out of 5 stars by 42 Amazon customers.,42,1,IMDb 5.1,1 h 31 min,2019,R,/gp/video/detail/B083ZQRYSG/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1704_I_Had_a_Bloody_Good_Time_at_House_Harker.html,It's been generations since the Harkers' great-great grandfather killed the one-and-only Count Dracula. Now the Harker brothers and their best friend Ned are a town joke-until a real vampire turns up!,"Comedy,Horror",Rated 4.2 out of 5 stars by 347 Amazon customers.,347,1,IMDb 5.6,1 h 19 min,2017,16+,/gp/video/detail/B08F2KBT7Y/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1712_Whos_Watching_Oliver.html,Oliver aimlessly wanders the streets on what can only be described as a truly shocking and humiliating killing spree. His only savior is the beautiful Sophia with her sweet eccentricity and naivety to the danger she has put herself in.,"Comedy,Horror",Rated 2.9 out of 5 stars by 102 Amazon customers.,102,1,IMDb 5.1,1 h 26 min,2018,18+,/gp/video/detail/B07CNDN8LS/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1722_The_Last_Case_of_August_T_Harrison.html,"August T. Harrison, private eye, comes out of retirement to solve a bizarre missing persons case, but finds himself caught in the middle of a dark conspiracy involving the writings of H.P. Lovecraft.","Suspense,Drama",Rated 3.1 out of 5 stars by 89 Amazon customers.,89,1,IMDb 5.2,1 h 6 min,2015,16+,/gp/video/detail/B09HTL4JKZ/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1733_Compulsion.html,"A fairytale relationship comes to an end when a shy women suspects that her boyfriend is cheating on her. She follows him and sees him meeting up with another woman. Although devastated, she decides not to tell her boyfriend in order to learn more about his lies. But when she finds out the dark and deadly secret he's been hiding, her life turns into an endless nightmare.","Suspense,Drama",Rated 3.3 out of 5 stars by 26 Amazon customers.,26,1,IMDb 4.7,1 h 19 min,2017,16+,/gp/video/detail/B08GQFSDHD/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1734_The_Mongolian_Connection.html,"Working undercover on a human trafficking bust, FBI agent Wade Dalton must team up with a hard-boiled police detective to deliver a mysterious operative to testify against a crime syndicate that will do anything to stop them",Action,Rated 4 out of 5 stars by 36 Amazon customers.,36,1,IMDb 5.6,1 h 38 min,2019,18+,/gp/video/detail/B08GGBNS7W/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1745_Night_Things.html,"Two women find themselves trapped between life and death by a dark and mysterious machine. As they search for an escape, they must battle the Lures, a race of creatures determined to imprison them until nightfall, when the vicious Night Things come out to feed upon those who stray from the light.","Science Fiction,Horror",Rated 3.3 out of 5 stars by 20 Amazon customers.,20,1,IMDb 4.6,1 h 30 min,2010,16+,/gp/video/detail/B09F8KT4LY/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1772_Cargo.html,"A young Russian woman, smuggled into America by human traffickers, must fight for her life in order to derail the traffickers' plans.",Horror,Rated 3.5 out of 5 stars by 56 Amazon customers.,56,1,IMDb 5.1,1 h 25 min,2011,R,/gp/video/detail/B009VB9BZY/ref=atv_dp_atf_prime_sd_mv_play_t1ALAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1811_Yajamana.html,The film revolves around a hardworking man Krishna who lives in Hulidurga and is famous for traditional oil extraction. He is torn apart from being the rightful owner with the entry of business tycoon Devi Shetty. Will Krishna fight against all odds to bring justice to his people? Who will become the real `Yajamana` is what forms the crux of the story.,"Drama,Action",Rated 3.7 out of 5 stars by 14 Amazon customers.,14,1,IMDb 6.1,2 h 41 min,2019,R,/gp/video/detail/B07PX16YMV/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1812_Kaatrin_Mozhi.html,An ambitious housewife (Jyothika) becomes a radio jockey for a late-night relationship advice show.,"Comedy,Drama",Rated 4.7 out of 5 stars by 22 Amazon customers.,22,1,IMDb 7.3,2 h 27 min,2018,PG-13,/gp/video/detail/B07L9BTRFL/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1820_Saaho_Tamil.html,"After many innocents become scapegoats in a mind boggling robbery, an undercover super cop is summoned to the city. While the investigation progresses, dark secrets about one of the biggest mafias of the world surfaces but with a bundle of mysteries attached.","Suspense,International",Rated 2.8 out of 5 stars by 245 Amazon customers.,245,1,IMDb 5.0,2 h 49 min,2019,13+,/gp/video/detail/B08KWQFB2M/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1821_Ghazi_Tamil.html,"Inspired by true events, The Ghazi Attack is India's first underwater war film. The story revolves around the events that unfolded right before the Indo-Pakistan war of 1971, when the Pakistani Submarine Ghazi (Asia's most powerful fast-attack submarine at the time) attempted to destroy the Indian aircraft carrier Vikrant.","Drama,International",Rated 4.1 out of 5 stars by 113 Amazon customers.,113,1,IMDb 7.5,1 h 57 min,2017,ALL,/gp/video/detail/B095HXKNV9/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1822_Dabangg_3_Kannada.html,"Dabangg 3 is a high-voltage tongue-in-cheek story of a famous cop, Chulbul Pandey, an Uttar Pradesh cop who calls himself Robin Hood Pandey. Things take an unexpected turn when his past comes to haunt him as the face of the main antagonist of the film, Balli. Circumstances force Chulbul to take up the righteous path to protect his loved ones and family and do what is right in the eyes of the law.","Action,Romance",Rated 2.6 out of 5 stars by 186 Amazon customers.,186,1,,2 h 28 min,2019,13+,/gp/video/detail/B08KWQMX8F/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1824_Sye_Raa_Narasimha_Reddy_Tamil.html,"This film is about the first revolt of any kind (1847) against the British Raj in India anchored by Uyyalawada Narasimha Reddy aka Lion of Renadu (A region in Rayalaseema- Andhra Pradesh), nickname with which he was fondly called by his followers.","Drama,Historical",Rated 3.9 out of 5 stars by 268 Amazon customers.,268,1,IMDb 7.2,2 h 49 min,2019,13+,/gp/video/detail/B08KWNC3Y7/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1825_Takatak.html,"Kamakshi and Minakshi are siblings, but their similarities end there. While Kamakshi is level-headed and mature, her younger sister is rather wild and impulsive. With Kamakshi getting hitched to a porn addicted government employee and Minakshi ending up in the middle of a love triangle, the two sisters are about to get caught up in a roller coaster ride of a lifetime.","Comedy,Young Adult Audience",Rated 3.9 out of 5 stars by 6 Amazon customers.,6,1,IMDb 5.9,2 h 23 min,2019,18+,/gp/video/detail/B08KWPDMHN/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1826_Pailwaan_Kannada.html,Pailwaan is an emotional roller coaster of a desi grown wrestler who realises the purpose of his life and goes about fulfilling it. A gripping narrative of a sports genre story with action & drama forms the crux of the movie Pailwaan.,"Drama,Sports,International,Action",Rated 3 out of 5 stars by 21 Amazon customers.,21,1,IMDb 6.2,2 h 43 min,2019,13+,/gp/video/detail/B07YNV6ZLT/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1827_Pailwaan_Telugu.html,Pailwaan is an emotional roller coaster of a desi grown wrestler who realises the purpose of his life and goes about fulfilling it. A gripping narrative of a sports genre story with action & drama forms the crux of the movie Pailwaan.,"Drama,Sports,International,Action",Rated 3 out of 5 stars by 21 Amazon customers.,21,1,IMDb 6.2,2 h 43 min,2019,13+,/gp/video/detail/B07YX6YQB9/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1828_Pathinettam_Padi.html,"Two Schools- one for the rich and one for the poor, Two Rival Gangs, Two Rebel Leaders and their epic tale of romance, action, competition, bonding, friendship and a greater realisation given by a Genius Mentor- Prof: John Abraham Palackal (Mammootty) as they step up from their adolescence to adulthood, forms the premise of Pathinettam Padi (the eighteenth Step)","Suspense,Drama",Rated 2.8 out of 5 stars by 13 Amazon customers.,13,1,IMDb 5.8,2 h 36 min,2019,16+,/gp/video/detail/B07VHFCCHG/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1830_Ambili.html,"Ambili is the most lovable person in his village. He has all the love from the villagers, but boby is the luckiest to be loved the most by ambili. Rest is upto ambili who is going to take your for fun filled joyride.","Comedy,Drama,International,Adventure",Rated 3.9 out of 5 stars by 40 Amazon customers.,40,1,IMDb 6.9,2 h 18 min,2019,ALL,/gp/video/detail/B08KWR5GFF/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1833_Hippi.html,Hippi is about the live-in relationship between an energetic youngster and a confident girl.,Comedy,Rated 3 out of 5 stars by 13 Amazon customers.,13,1,IMDb 4.7,2 h 20 min,2019,18+,/gp/video/detail/B08KWKXTSW/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,
1836_Under_World.html,Story of a group of people who must navigate the dark and dirty games of Kerala's underworld as they chase illegal money.,"Suspense,Action,International",Rated 3.5 out of 5 stars by 6 Amazon customers.,6,1,IMDb 5.6,2 h 38 min,2019,R,/gp/video/detail/B0826HP73H/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1839_Katha_Sangama.html,Kathasangama is an anthology movie comprising of 7 short stories.,"Suspense,Drama,International",Rated 4.3 out of 5 stars by 29 Amazon customers.,29,1,IMDb 7.3,2 h 34 min,2019,13+,/gp/video/detail/B083365FWG/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
